quality_stream_key,deviceKey,count,reject_reason_display_name,prodmetric_stream_key
1760400,Line 1,1,Overweight,5445384
1760401,Line 1,1,Bad Packaging,5445384
1760402,Line 1,7,Bad Packaging,5445388
1760403,Line 1,9,Scratch,5445388
1760581,Line 3,2,Detected by Max WIP,5445680
1760582,Line 3,8,Cosmetic Defect,5445680
1760693,Line 1,4,Squished,5445864
1760714,Line 3,3,Out of Spec,5446029
1760730,Line 3,9,Underweight,5446072
1760731,Line 3,4,Overweight,5446072
1760808,Line 1,6,Reject,5446149
1760824,Line 1,5,Scratch,5446184
1760825,Line 1,5,Overweight,5446184
1760921,Line 3,2,Out of Spec,5446373
1761018,Line 1,4,Overweight,5446645
1761042,Line 3,16,Detected by Max WIP,5446679
1761043,Line 3,5,Scratch,5446679
1761044,Line 1,4,Bad Packaging,5446685
1761060,Line 3,6,Detected by Max WIP,5446725
1761073,Line 3,2,Detected by Max WIP,5446755
1761211,Line 1,3,foreign particle,5446993
1761212,Line 1,15,Cosmetic Defect,5446993
1761223,Line 3,5,Scratch,5447028
1761224,Line 3,3,Cosmetic Defect,5447028
1761248,Line 3,8,Overweight,5447097
1761355,Line 3,2,Detected by Max WIP,5447397
1761356,Line 3,1,Out of Spec,5447397
1761413,Line 3,3,Overweight,5447445
1761414,Line 3,6,Reject,5447445
1761422,Line 1,2,Scratch,5447482
1748782,Line 1,3,Out of Spec,5422721
1748783,Line 1,1,Bad Packaging,5422721
1748793,Line 1,6,Detected by Max WIP,5422770
1748794,Line 1,10,Reject,5422770
1749036,Line 3,9,Detected by Max WIP,5423226
1749037,Line 3,1,Cosmetic Defect,5423242
1749164,Line 1,9,Bad Packaging,5423458
1749165,Line 1,2,Scratch,5423458
1749166,Line 1,2,Reject,5423458
1749167,Line 1,7,Underweight,5423458
1749168,Line 1,1,Overweight,5423458
1749169,Line 1,5,Cosmetic Defect,5423458
1749285,Line 3,5,Underweight,5423612
1749286,Line 3,1,Overweight,5423612
1749587,Line 3,2,Cosmetic Defect,5424190
1749588,Line 3,9,Underweight,5424190
1749639,Line 1,3,Underweight,5424287
1749640,Line 1,2,xyz,5424287
1749641,Line 1,4,Bad Packaging,5424287
1749642,Line 1,7,foreign particle,5424287
1749652,Line 3,8,Scratch,5424307
1749653,Line 3,3,Detected by Max WIP,5424307
1749681,Line 1,9,Bad Packaging,5424330
1749682,Line 1,5,xyz,5424330
1749683,Line 1,8,Squished,5424330
1749784,Line 3,4,Reject,5424541
1749804,Line 3,9,Out of Spec,5424565
1749805,Line 3,6,Underweight,5424565
1749831,Line 1,13,Overweight,5424612
1749834,Line 3,16,Out of Spec,5424618
1749835,Line 3,3,Detected by Max WIP,5424618
1749857,Line 1,19,Underweight,5424652
1749867,Line 1,2,xyz,5424728
1750079,Line 3,2,Overweight,5425152
1750085,Line 3,4,Overweight,5425168
1756080,Line 1,3,Scratch,5436649
1756081,Line 1,3,Reject,5436649
1756082,Line 1,4,Detected by Max WIP,5436649
1756083,Line 1,1,Bad Packaging,5436649
1756173,Line 3,14,Scratch,5436796
1756174,Line 3,4,Detected by Max WIP,5436796
1756175,Line 3,7,Overweight,5436796
1756176,Line 3,14,Underweight,5436796
1756322,Line 1,7,foreign particle,5437066
1756363,Line 1,10,Out of Spec,5437148
1756398,Line 3,1,Overweight,5437213
1756481,Line 1,12,Underweight,5437378
1756482,Line 1,3,xyz,5437378
1756498,Line 1,5,xyz,5437415
1756499,Line 1,12,Bad Packaging,5437415
1756500,Line 1,14,Out of Spec,5437415
1756501,Line 1,9,Squished,5437415
1756512,Line 3,3,Reject,5437430
1756513,Line 3,4,Out of Spec,5437430
1756676,Line 1,13,Underweight,5437863
1756677,Line 1,8,Scratch,5437863
1756678,Line 1,1,foreign particle,5437863
1756733,Line 3,6,Underweight,5437933
1756734,Line 3,1,Out of Spec,5437933
1756871,Line 3,14,Out of Spec,5438197
1756911,Line 1,5,Out of Spec,5438345
1756912,Line 1,9,Reject,5438345
1757035,Line 3,5,Scratch,5438623
1757073,Line 1,2,Bad Packaging,5438747
1757074,Line 1,3,Scratch,5438747
1757170,Line 3,1,Detected by Max WIP,5438921
1757201,Line 3,6,Cosmetic Defect,5439001
1757332,Line 3,3,Detected by Max WIP,5439288
1757431,Line 1,6,Out of Spec,5439449
1757467,Line 1,3,Bad Packaging,5439513
1757519,Line 3,5,Scratch,5439621
1757531,Line 3,9,Out of Spec,5439658
1757623,Line 1,5,Cosmetic Defect,5439861
1757624,Line 1,6,Scratch,5439861
1757625,Line 1,6,Out of Spec,5439861
1757667,Line 3,5,Underweight,5439928
1757668,Line 3,7,Scratch,5439928
1757669,Line 3,7,Detected by Max WIP,5439928
1757680,Line 3,19,Cosmetic Defect,5439983
1757681,Line 3,6,Underweight,5439983
1757715,Line 3,13,Cosmetic Defect,5440044
1757716,Line 3,2,Detected by Max WIP,5440044
1757868,Line 1,1,Overweight,5440294
1757869,Line 1,3,Cosmetic Defect,5440294
1757870,Line 1,12,Out of Spec,5440294
1757890,Line 3,1,Cosmetic Defect,5440309
1757891,Line 3,9,Overweight,5440309
1757892,Line 3,8,Scratch,5440309
1757893,Line 3,3,Underweight,5440309
1825101,Line 4,9,Detected by Max WIP,5545882
1825102,Line 4,7,Reject,5545882
1825144,Line 3,7,Out of Spec,5546040
1825145,Line 3,13,Reject,5546040
1825159,Line 3,4,Scratch,5546070
1825160,Line 3,12,Cosmetic Defect,5546070
1825168,Line 3,11,Cosmetic Defect,5546100
1825169,Line 3,2,Overweight,5546100
1825315,Line 4,2,Reject,5546335
1825316,Line 1,12,Bad Packaging,5546353
1825352,Line 1,9,foreign particle,5546407
1825353,Line 1,3,Underweight,5546407
1825354,Line 1,6,xyz,5546407
1825384,Line 4,6,Reject,5546440
1825385,Line 4,1,Detected by Max WIP,5546440
1825417,Line 3,2,Scratch,5546546
1825418,Line 3,10,Cosmetic Defect,5546546
1825532,Line 4,1,Detected by Max WIP,5546737
1825555,Line 1,7,Overweight,5546755
1825580,Line 3,9,Cosmetic Defect,5546888
1825602,Line 4,12,Detected by Max WIP,5546925
1825750,Line 1,6,foreign particle,5547253
1825751,Line 1,7,Out of Spec,5547253
1825771,Line 1,3,foreign particle,5547289
1825772,Line 1,1,Out of Spec,5547289
1825798,Line 2,1,Out of Spec,5547345
1825803,Line 4,9,Reject,5547382
1825804,Line 4,3,Detected by Max WIP,5547382
1825847,Line 1,11,Detected by Max WIP,5547457
1825976,Line 1,2,Overweight,5547714
1825989,Line 2,1,Squished,5547732
1825990,Line 2,7,Underweight,5547732
1825991,Line 2,1,Out of Spec,5547732
1825992,Line 2,7,Scratch,5547732
1825993,Line 4,25,Reject,5547786
1825994,Line 4,11,Detected by Max WIP,5547786
1826015,Line 3,7,Out of Spec,5547804
1826023,Line 1,4,Squished,5547817
1826024,Line 1,1,foreign particle,5547817
1826048,Line 1,3,Out of Spec,5547961
1826182,Line 4,9,Detected by Max WIP,5548398
1826183,Line 4,4,Reject,5548398
1826196,Line 4,1,Reject,5548441
1826228,Line 4,10,Reject,5548504
1826235,Line 3,5,Scratch,5548516
1826236,Line 3,22,Cosmetic Defect,5548516
1826263,Line 2,2,xyz,5548621
1826270,Line 2,6,Out of Spec,5548676
1826413,Line 1,13,Detected by Max WIP,5548976
1826414,Line 1,11,Scratch,5548976
1826415,Line 1,2,Out of Spec,5548983
1826416,Line 1,9,Overweight,5548983
1826417,Line 1,7,Scratch,5548983
1826418,Line 1,12,Squished,5548983
1826419,Line 1,2,Cosmetic Defect,5548983
1826439,Line 2,4,Scratch,5549036
1826440,Line 2,7,Bad Packaging,5549036
1826441,Line 2,1,Out of Spec,5549036
1826442,Line 2,5,Cosmetic Defect,5549036
1826459,Line 3,4,Reject,5549143
1826460,Line 3,2,Cosmetic Defect,5549148
1826461,Line 3,15,Overweight,5549148
1826462,Line 3,5,Underweight,5549148
1826463,Line 3,2,Underweight,5549152
1826473,Line 3,12,Cosmetic Defect,5549188
1826575,Line 2,7,Underweight,5549430
1826576,Line 2,2,Squished,5549430
1826613,Line 1,7,Underweight,5549494
1826614,Line 1,4,Scratch,5549494
1826615,Line 1,4,Bad Packaging,5549494
1826616,Line 1,10,Detected by Max WIP,5549494
1826672,Line 3,1,Detected by Max WIP,5549620
1826758,Line 2,3,xyz,5549853
1826849,Line 1,3,Overweight,5550052
1826880,Line 2,1,foreign particle,5550241
1826881,Line 2,2,xyz,5550241
1826955,Line 1,11,Bad Packaging,5550358
1826956,Line 1,11,Cosmetic Defect,5550358
1826975,Line 1,3,Squished,5550407
1826982,Line 4,24,Reject,5550423
1826983,Line 4,9,Detected by Max WIP,5550423
1827030,Line 3,1,Cosmetic Defect,5550594
1827056,Line 2,3,xyz,5550673
1827057,Line 2,9,foreign particle,5550673
1827101,Line 2,5,Scratch,5550748
1827141,Line 1,11,Detected by Max WIP,5550900
1827142,Line 1,6,Overweight,5550900
1827175,Line 3,5,Scratch,5550983
1827176,Line 3,3,Underweight,5550983
1752432,Line 1,4,Bad Packaging,5429400
1752433,Line 1,5,foreign particle,5429400
1752446,Line 1,2,Scratch,5429412
1758261,Line 3,3,Out of Spec,5441153
1758262,Line 3,9,Overweight,5441153
1758411,Line 1,3,Scratch,5441411
1758412,Line 1,2,Squished,5441411
1758417,Line 3,7,Out of Spec,5441433
1758446,Line 1,4,Cosmetic Defect,5441496
1758552,Line 3,2,Overweight,5441698
1758584,Line 3,1,Out of Spec,5441762
1758585,Line 3,11,Reject,5441762
1758586,Line 3,8,Overweight,5441762
1758605,Line 3,2,Cosmetic Defect,5441781
1758606,Line 3,11,Scratch,5441781
1758607,Line 3,2,Overweight,5441781
1758710,Line 3,5,Overweight,5442009
1758711,Line 3,5,Underweight,5442009
1758742,Line 3,6,Overweight,5442070
1758743,Line 3,4,Scratch,5442070
1758771,Line 3,8,Underweight,5442101
1758772,Line 3,4,Scratch,5442101
1758773,Line 3,5,Cosmetic Defect,5442101
1758831,Line 1,2,foreign particle,5442291
1758832,Line 1,7,Underweight,5442291
1758833,Line 1,5,Cosmetic Defect,5442291
1758862,Line 3,2,Reject,5442372
1758996,Line 3,3,Cosmetic Defect,5442705
1758997,Line 3,1,Reject,5442705
1758998,Line 3,12,Out of Spec,5442705
1758999,Line 3,3,Detected by Max WIP,5442705
1759008,Line 1,3,Underweight,5442709
1759009,Line 1,21,Squished,5442709
1759056,Line 1,9,Underweight,5442783
1759057,Line 1,5,Cosmetic Defect,5442783
1759058,Line 1,8,Reject,5442783
1759059,Line 1,1,foreign particle,5442783
1759060,Line 1,8,Squished,5442783
1759232,Line 3,17,Cosmetic Defect,5443057
1759233,Line 3,6,Overweight,5443057
1759234,Line 3,2,Out of Spec,5443057
1759241,Line 1,11,Scratch,5443098
1759245,Line 3,12,Detected by Max WIP,5443153
1759249,Line 1,1,Detected by Max WIP,5443162
1759281,Line 1,1,Underweight,5443187
1759282,Line 1,11,foreign particle,5443187
1759283,Line 1,3,Overweight,5443187
1759284,Line 1,3,Cosmetic Defect,5443187
1759298,Line 1,7,Reject,5443225
1759299,Line 1,3,xyz,5443225
1759300,Line 1,1,Overweight,5443225
1759454,Line 3,2,Scratch,5443465
1759497,Line 1,2,Bad Packaging,5443533
1759498,Line 1,14,Out of Spec,5443533
1759596,Line 3,8,Cosmetic Defect,5443725
1759597,Line 3,2,Detected by Max WIP,5443725
1759598,Line 3,3,Scratch,5443725
1759604,Line 3,1,Scratch,5443752
1759669,Line 1,1,Underweight,5443910
1759742,Line 3,2,Scratch,5444058
1759743,Line 3,7,Out of Spec,5444058
1759744,Line 3,4,Reject,5444058
1759850,Line 1,6,Reject,5444298
1759851,Line 1,1,xyz,5444298
1759852,Line 1,5,Overweight,5444298
1759880,Line 1,7,Cosmetic Defect,5444320
1759910,Line 1,3,Squished,5444380
1759911,Line 1,10,foreign particle,5444380
1759912,Line 3,12,Reject,5444376
1759913,Line 3,4,Underweight,5444376
1759914,Line 3,2,Out of Spec,5444376
1759915,Line 3,8,Cosmetic Defect,5444376
1759928,Line 3,3,Reject,5444431
1760038,Line 3,8,Out of Spec,5444727
1760051,Line 3,8,Out of Spec,5444776
1760073,Line 3,8,Cosmetic Defect,5444831
1760074,Line 3,13,Overweight,5444831
1760246,Line 3,11,Overweight,5445108
1760247,Line 3,3,Cosmetic Defect,5445108
1760272,Line 3,13,Reject,5445132
1760273,Line 3,3,Detected by Max WIP,5445132
1760311,Line 1,12,Cosmetic Defect,5445213
1760312,Line 1,2,Scratch,5445213
1760381,Line 3,15,Out of Spec,5445302
1760382,Line 3,3,Cosmetic Defect,5445302
1760383,Line 3,10,Underweight,5445302
1760413,Line 1,9,xyz,5445406
1760545,Line 1,5,Detected by Max WIP,5445649
1760546,Line 1,4,xyz,5445649
1760586,Line 3,7,Cosmetic Defect,5445723
1771658,Line 4,29,Reject,5467708
1771694,Line 4,2,Detected by Max WIP,5467769
1771710,Line 4,17,Reject,5467923
1771711,Line 4,2,Detected by Max WIP,5467923
1771716,Line 4,26,Detected by Max WIP,5467929
1771717,Line 4,2,Reject,5467929
1771719,Line 4,1,Detected by Max WIP,5467932
1771720,Line 4,15,Reject,5467932
1771729,Line 4,5,Reject,5467952
1771730,Line 4,13,Detected by Max WIP,5467952
1771732,Line 4,6,Reject,5467961
1771851,Line 4,3,Detected by Max WIP,5468054
1771864,Line 4,5,Reject,5468083
1771865,Line 4,18,Reject,5468086
1771878,Line 4,1,Detected by Max WIP,5468115
1771879,Line 4,5,Reject,5468115
1771893,Line 4,5,Detected by Max WIP,5468208
1771896,Line 4,9,Detected by Max WIP,5468214
1771897,Line 4,5,Reject,5468217
1771907,Line 4,9,Detected by Max WIP,5468237
1771908,Line 4,3,Reject,5468237
1771913,Line 4,7,Detected by Max WIP,5468246
1771914,Line 4,2,Reject,5468246
1771929,Line 4,8,Detected by Max WIP,5468340
1752483,Line 1,5,Cosmetic Defect,5429440
1752628,Line 1,15,Out of Spec,5429758
1752629,Line 1,4,Reject,5429758
1752630,Line 1,6,Scratch,5429758
1752631,Line 1,2,xyz,5429758
1752660,Line 3,2,Reject,5429812
1752661,Line 3,2,Out of Spec,5429812
1752785,Line 3,3,Underweight,5430339
1752797,Line 3,6,Scratch,5430411
1752798,Line 3,1,Out of Spec,5430411
1752819,Line 1,4,Out of Spec,5430451
1752820,Line 1,8,Cosmetic Defect,5430451
1752838,Line 1,6,Detected by Max WIP,5430494
1752839,Line 1,9,foreign particle,5430494
1752966,Line 3,5,Underweight,5430732
1752967,Line 3,2,Cosmetic Defect,5430732
1753025,Line 1,6,Bad Packaging,5430799
1753026,Line 1,11,Reject,5430799
1753027,Line 1,13,xyz,5430799
1753028,Line 1,6,foreign particle,5430799
1753029,Line 1,2,Detected by Max WIP,5430799
1753030,Line 1,6,Underweight,5430799
1753039,Line 1,9,Detected by Max WIP,5430834
1753042,Line 1,4,Bad Packaging,5430913
1753043,Line 1,12,Cosmetic Defect,5430913
1753044,Line 1,6,foreign particle,5430913
1753045,Line 1,9,Detected by Max WIP,5430913
1753125,Line 3,2,Underweight,5431037
1753126,Line 3,6,Reject,5431037
1753127,Line 3,5,Overweight,5431037
1753165,Line 3,12,Detected by Max WIP,5431130
1753166,Line 3,4,Underweight,5431130
1753167,Line 3,6,Out of Spec,5431130
1753168,Line 3,4,Scratch,5431130
1753217,Line 1,4,Squished,5431236
1753339,Line 3,1,Reject,5431437
1753384,Line 1,3,Squished,5431493
1753459,Line 1,5,Detected by Max WIP,5431626
1753555,Line 3,2,Underweight,5431799
1753556,Line 3,6,Scratch,5431799
1753557,Line 3,9,Detected by Max WIP,5431799
1753585,Line 1,10,Scratch,5431861
1753586,Line 1,3,Bad Packaging,5431861
1753587,Line 1,6,xyz,5431861
1753588,Line 1,4,Reject,5431861
1753606,Line 1,14,Out of Spec,5431909
1753607,Line 1,7,Squished,5431909
1753608,Line 1,10,foreign particle,5431909
1819625,Line 4,12,Reject,5496457
1820977,Line 2,3,xyz,5539551
1820978,Line 2,6,Out of Spec,5539554
1820979,Line 2,10,Underweight,5539554
1820980,Line 2,2,Cosmetic Defect,5539554
1821004,Line 2,3,Out of Spec,5539580
1821005,Line 2,15,Underweight,5539580
1821006,Line 2,12,Reject,5539580
1821007,Line 2,1,xyz,5539580
1821033,Line 2,3,Overweight,5539608
1821034,Line 2,16,Detected by Max WIP,5539608
1821035,Line 2,4,foreign particle,5539608
1821036,Line 2,2,Bad Packaging,5539608
1821037,Line 2,12,Out of Spec,5539608
1821053,Line 2,13,Cosmetic Defect,5539637
1821054,Line 2,6,Scratch,5539637
1760812,Line 1,5,Cosmetic Defect,5446172
1760813,Line 1,6,Out of Spec,5446172
1760868,Line 3,6,Underweight,5446269
1760896,Line 3,9,Scratch,5446312
1760980,Line 3,1,Scratch,5446589
1760983,Line 1,8,Squished,5446581
1760984,Line 1,3,Overweight,5446581
1760985,Line 1,3,foreign particle,5446581
1760986,Line 1,7,Detected by Max WIP,5446581
1761162,Line 1,1,xyz,5446897
1761163,Line 1,2,Squished,5446897
1761164,Line 1,14,Reject,5446897
1761165,Line 1,1,Cosmetic Defect,5446897
1761180,Line 1,14,Overweight,5446923
1761181,Line 1,2,Detected by Max WIP,5446923
1761236,Line 3,5,Underweight,5447045
1761246,Line 3,4,Scratch,5447091
1761375,Line 3,5,Out of Spec,5447420
1761376,Line 3,9,Overweight,5447420
1761455,Line 3,3,Reject,5447674
1761456,Line 3,6,Scratch,5447674
1761503,Line 3,5,Out of Spec,5447701
1761504,Line 3,9,Overweight,5447701
1771289,Line 4,5,Reject,5467095
1771322,Line 4,9,Detected by Max WIP,5467283
1771326,Line 4,4,Reject,5467289
1771342,Line 4,15,Detected by Max WIP,5467382
1771444,Line 4,9,Reject,5467382
1771447,Line 4,1,Reject,5467388
1771459,Line 4,9,Reject,5467411
1771462,Line 4,1,Reject,5467417
1771463,Line 4,27,Detected by Max WIP,5467420
1771464,Line 4,39,Reject,5467420
1771475,Line 4,2,Detected by Max WIP,5467443
1771476,Line 4,17,Reject,5467443
1771488,Line 4,1,Reject,5467537
1771489,Line 4,1,Detected by Max WIP,5467537
1771492,Line 4,1,Reject,5467543
1771493,Line 4,8,Detected by Max WIP,5467543
1771496,Line 4,2,Reject,5467546
1771497,Line 4,2,Detected by Max WIP,5467546
1771511,Line 4,1,Reject,5467566
1771515,Line 4,13,Reject,5467575
1771530,Line 4,10,Reject,5467660
1771531,Line 4,8,Detected by Max WIP,5467660
1771534,Line 4,36,Detected by Max WIP,5467663
1771535,Line 4,15,Reject,5467663
1771648,Line 4,3,Detected by Max WIP,5467692
1771649,Line 4,11,Reject,5467692
1771651,Line 4,9,Detected by Max WIP,5467695
1771652,Line 4,17,Reject,5467695
1771653,Line 4,23,Reject,5467698
1771654,Line 4,22,Detected by Max WIP,5467698
1771667,Line 4,5,Reject,5467721
1771686,Line 4,15,Reject,5467756
1771687,Line 4,9,Reject,5467759
1771702,Line 4,6,Detected by Max WIP,5467779
1771703,Line 4,8,Reject,5467779
1771726,Line 4,17,Reject,5467945
1771737,Line 4,5,Detected by Max WIP,5467968
1771738,Line 4,7,Detected by Max WIP,5467971
1771854,Line 4,28,Detected by Max WIP,5468067
1771855,Line 4,19,Reject,5468067
1771857,Line 4,5,Detected by Max WIP,5468070
1771870,Line 4,10,Reject,5468102
1771890,Line 4,12,Detected by Max WIP,5468201
1771891,Line 4,8,Reject,5468201
1771900,Line 4,1,Detected by Max WIP,5468221
1771901,Line 4,9,Reject,5468221
1771903,Line 4,2,Reject,5468230
1771923,Line 4,15,Detected by Max WIP,5468330
1771924,Line 4,2,Reject,5468330
1771936,Line 4,6,Detected by Max WIP,5468353
1771937,Line 4,8,Reject,5468359
1771938,Line 4,22,Reject,5468362
1771939,Line 4,4,Detected by Max WIP,5468362
1752226,Line 3,18,Underweight,5429049
1752227,Line 3,16,Cosmetic Defect,5429049
1752289,Line 3,7,Overweight,5429083
1752290,Line 3,2,Underweight,5429083
1752291,Line 3,21,Reject,5429083
1752292,Line 3,3,Out of Spec,5429083
1752359,Line 1,5,foreign particle,5429239
1752360,Line 1,1,Detected by Max WIP,5429239
1752361,Line 1,1,Squished,5429239
1752471,Line 3,14,Scratch,5429427
1752501,Line 3,7,Overweight,5429461
1752502,Line 3,8,Underweight,5429461
1752546,Line 1,3,Squished,5429560
1752547,Line 1,2,Cosmetic Defect,5429560
1771698,Line 4,21,Reject,5467773
1771699,Line 4,2,Detected by Max WIP,5467773
1771714,Line 4,20,Reject,5467927
1771715,Line 4,14,Detected by Max WIP,5467927
1771718,Line 4,11,Reject,5467930
1771731,Line 4,22,Reject,5467959
1771866,Line 4,32,Detected by Max WIP,5468093
1771876,Line 4,7,Detected by Max WIP,5468113
1771877,Line 4,9,Reject,5468113
1771882,Line 4,5,Reject,5468186
1771894,Line 4,14,Reject,5468212
1771895,Line 4,7,Detected by Max WIP,5468212
1771911,Line 4,12,Detected by Max WIP,5468241
1771912,Line 4,18,Reject,5468241
1771916,Line 4,6,Reject,5468250
1771917,Line 4,13,Detected by Max WIP,5468250
1752879,Line 3,2,Overweight,5430541
1752880,Line 3,7,Detected by Max WIP,5430541
1752881,Line 3,2,Reject,5430541
1752989,Line 1,4,Underweight,5430758
1752990,Line 1,7,Out of Spec,5430758
1752991,Line 1,4,Bad Packaging,5430758
1752992,Line 1,9,Cosmetic Defect,5430758
1753075,Line 3,12,Out of Spec,5430966
1753211,Line 3,6,Underweight,5431225
1753212,Line 3,6,Scratch,5431225
1753213,Line 3,8,Overweight,5431225
1753248,Line 3,2,Cosmetic Defect,5431284
1753349,Line 1,10,xyz,5431458
1753350,Line 1,5,Bad Packaging,5431458
1753363,Line 1,2,Overweight,5431482
1753364,Line 1,9,Detected by Max WIP,5431482
1753365,Line 1,11,Reject,5431482
1753409,Line 1,7,Detected by Max WIP,5431586
1753410,Line 1,17,Overweight,5431586
1753411,Line 1,7,Scratch,5431586
1753412,Line 1,11,Out of Spec,5431586
1753413,Line 1,8,foreign particle,5431586
1753565,Line 1,13,Reject,5431808
1753566,Line 1,3,Out of Spec,5431808
1753605,Line 1,14,Out of Spec,5431905
1753636,Line 3,15,Underweight,5431924
1753637,Line 3,8,Detected by Max WIP,5431924
1821014,Line 2,6,Bad Packaging,5539585
1821015,Line 2,2,Overweight,5539585
1821038,Line 2,5,Underweight,5539617
1821039,Line 2,5,Cosmetic Defect,5539617
1821040,Line 2,9,foreign particle,5539617
1821041,Line 2,3,xyz,5539617
1821043,Line 2,3,Overweight,5539623
1821044,Line 2,1,Out of Spec,5539623
1821064,Line 2,10,Underweight,5539646
1821095,Line 2,8,Underweight,5539674
1821096,Line 2,8,Reject,5539674
1821097,Line 2,3,Detected by Max WIP,5539677
1821098,Line 2,3,Out of Spec,5539677
1821103,Line 2,11,Squished,5539683
1821117,Line 2,8,Cosmetic Defect,5539712
1821140,Line 2,4,Overweight,5539735
1821141,Line 2,10,Reject,5539735
1821142,Line 2,9,xyz,5539735
1821143,Line 2,5,Out of Spec,5539735
1821154,Line 2,2,Detected by Max WIP,5539744
1821196,Line 2,2,Bad Packaging,5539796
1821197,Line 2,6,Reject,5539796
1821198,Line 2,10,foreign particle,5539796
1821199,Line 2,8,Detected by Max WIP,5539796
1821201,Line 2,3,Squished,5539801
1821202,Line 2,9,Overweight,5539801
1821222,Line 2,5,Reject,5539827
1821223,Line 2,5,Squished,5539830
1821246,Line 2,7,Cosmetic Defect,5539859
1821247,Line 2,1,Squished,5539859
1821248,Line 2,11,xyz,5539859
1821270,Line 2,5,Cosmetic Defect,5539887
1821271,Line 2,11,Detected by Max WIP,5539887
1821300,Line 2,7,Reject,5539919
1821301,Line 2,1,Cosmetic Defect,5539919
1821304,Line 2,6,foreign particle,5539922
1821305,Line 2,1,Out of Spec,5539922
1821306,Line 2,5,Underweight,5539922
1821336,Line 2,10,Reject,5539954
1821337,Line 2,8,foreign particle,5539954
1821367,Line 2,2,Reject,5539977
1821368,Line 2,1,Out of Spec,5539977
1821369,Line 2,3,foreign particle,5539977
1821370,Line 2,9,Underweight,5539977
1821372,Line 2,1,Overweight,5539983
1772984,Line 4,5,Detected by Max WIP,5470568
1761423,Line 1,2,xyz,5447482
1761424,Line 1,8,Underweight,5447482
1771267,Line 4,3,Detected by Max WIP,5467059
1771268,Line 4,5,Reject,5467059
1771271,Line 4,1,Reject,5467065
1771272,Line 4,1,Detected by Max WIP,5467065
1771282,Line 4,8,Detected by Max WIP,5467088
1771283,Line 4,5,Reject,5467088
1771284,Line 4,15,Reject,5467091
1771285,Line 4,12,Detected by Max WIP,5467091
1771287,Line 4,4,Reject,5467094
1771288,Line 4,7,Detected by Max WIP,5467094
1771302,Line 4,1,Reject,5467250
1771303,Line 4,5,Detected by Max WIP,5467250
1771320,Line 4,8,Reject,5467282
1771321,Line 4,2,Detected by Max WIP,5467282
1771323,Line 4,5,Reject,5467285
1771341,Line 4,2,Detected by Max WIP,5467381
1771445,Line 4,3,Reject,5467384
1771460,Line 4,12,Reject,5467413
1771473,Line 4,8,Reject,5467439
1771474,Line 4,24,Reject,5467442
1771490,Line 4,1,Detected by Max WIP,5467539
1771491,Line 4,1,Reject,5467542
1771508,Line 4,12,Detected by Max WIP,5467562
1771512,Line 4,2,Reject,5467568
1771526,Line 4,7,Reject,5467656
1771527,Line 4,25,Detected by Max WIP,5467656
1771536,Line 4,18,Detected by Max WIP,5467665
1771664,Line 4,18,Detected by Max WIP,5467717
1771665,Line 4,1,Reject,5467717
1771681,Line 4,3,Reject,5467746
1771682,Line 4,39,Reject,5467749
1771683,Line 4,12,Detected by Max WIP,5467749
1771704,Line 4,3,Reject,5467781
1771705,Line 4,3,Detected by Max WIP,5467781
1771706,Line 4,2,Detected by Max WIP,5467912
1771723,Line 4,11,Reject,5467941
1771856,Line 4,1,Detected by Max WIP,5468069
1771867,Line 4,9,Detected by Max WIP,5468095
1771883,Line 4,18,Reject,5468188
1771918,Line 4,12,Reject,5468323
1771920,Line 4,8,Reject,5468326
1771921,Line 4,10,Detected by Max WIP,5468326
1771933,Line 4,18,Reject,5468349
1752577,Line 1,13,Cosmetic Defect,5429620
1752578,Line 1,9,Underweight,5429620
1752612,Line 1,2,Bad Packaging,5429718
1752720,Line 1,11,Cosmetic Defect,5430199
1752765,Line 1,10,Detected by Max WIP,5430249
1752766,Line 1,9,Overweight,5430249
1752767,Line 1,7,Scratch,5430249
1752768,Line 1,3,xyz,5430249
1752769,Line 1,12,Cosmetic Defect,5430249
1752770,Line 1,1,Reject,5430249
1752790,Line 1,3,Bad Packaging,5430383
1752856,Line 3,7,Out of Spec,5430518
1752900,Line 3,2,Reject,5430550
1752901,Line 3,13,Underweight,5430550
1753079,Line 3,4,Scratch,5430977
1753134,Line 1,12,Squished,5431113
1753135,Line 1,6,Detected by Max WIP,5431113
1753136,Line 1,1,Cosmetic Defect,5431113
1753137,Line 1,1,Reject,5431113
1753138,Line 1,2,Overweight,5431113
1753252,Line 3,12,Cosmetic Defect,5431300
1753276,Line 3,12,Reject,5431371
1753277,Line 3,4,Underweight,5431371
1753278,Line 3,8,Cosmetic Defect,5431371
1753279,Line 3,4,Overweight,5431371
1753341,Line 1,3,Cosmetic Defect,5431448
1753342,Line 1,2,Out of Spec,5431448
1753504,Line 3,4,Scratch,5431714
1753505,Line 3,5,Underweight,5431714
1753506,Line 3,1,Overweight,5431714
1753507,Line 3,14,Reject,5431714
1753512,Line 1,6,xyz,5431724
1753513,Line 1,3,Squished,5431724
1753514,Line 1,7,Out of Spec,5431724
1753546,Line 1,12,Overweight,5431773
1753547,Line 1,3,Cosmetic Defect,5431773
1753548,Line 1,5,Underweight,5431773
1818398,Line 3,13,Underweight,5495473
1820995,Line 2,8,Bad Packaging,5539571
1820996,Line 2,17,Detected by Max WIP,5539571
